,feature_name
WNK2,WNK2
GPATCH3,GPATCH3
ACOD1,ACOD1
LINC02055,LINC02055
LAMA5,LAMA5
ZNF667-AS1,ZNF667-AS1
LAX1,LAX1
LINC01684,LINC01684
SMOX,SMOX
TNFAIP8L3,TNFAIP8L3
RARB,RARB
PXDC1,PXDC1
RBFOX3,RBFOX3
BATF,BATF
VSIG4,VSIG4
SLC16A10,SLC16A10
GJA4,GJA4
HLA-DQB1,HLA-DQB1
NEURL1B,NEURL1B
ACOT2,ACOT2
TUBB1,TUBB1
CAMK2B,CAMK2B
ZBTB49,ZBTB49
ZNF674-AS1,ZNF674-AS1
CPM,CPM
GCNA,GCNA
JAG1,JAG1
CDK1,CDK1
BTNL9,BTNL9
LINC01703,LINC01703
TRGV3,TRGV3
LINC01736,LINC01736
PIF1,PIF1
LEKR1,LEKR1
CCDC24,CCDC24
ISL2,ISL2
TDRD6,TDRD6
PDE2A,PDE2A
PLA2G15,PLA2G15
HAR1B,HAR1B
PTCD1,PTCD1
RFWD3,RFWD3
FCN1,FCN1
LINC01827,LINC01827
NARF,NARF
RNF17,RNF17
DPH6,DPH6
GTSE1-DT,GTSE1-DT
CACNA1D,CACNA1D
ZNF184,ZNF184
LRGUK,LRGUK
FREM1,FREM1
USP39,USP39
ZNF112,ZNF112
RSPH4A,RSPH4A
RND1,RND1
FAM177B,FAM177B
LINC01176,LINC01176
AKAP6,AKAP6
SCAMP1-AS1,SCAMP1-AS1
YAE1,YAE1
CMTM1,CMTM1
LINC02195,LINC02195
PDLIM3,PDLIM3
MUC16,MUC16
ZFYVE9,ZFYVE9
LINC01393,LINC01393
TSNARE1,TSNARE1
CCNA1,CCNA1
LINC02384,LINC02384
MUTYH,MUTYH
ZBTB20-AS4,ZBTB20-AS4
HSD17B13,HSD17B13
LINC01841,LINC01841
SORBS2,SORBS2
SAAL1,SAAL1
SCNN1A,SCNN1A
AMPH,AMPH
FAM216A,FAM216A
GMNN,GMNN
AMBRA1,AMBRA1
ZBTB20-AS5,ZBTB20-AS5
TBC1D30,TBC1D30
FJX1,FJX1
GALNT14,GALNT14
CCDC113,CCDC113
MEIS1,MEIS1
CDKL3,CDKL3
RAB9B,RAB9B
RPL17,RPL17
MOB3C,MOB3C
ZNF577,ZNF577
TRBV12-3,TRBV12-3
MAK,MAK
HOXA3,HOXA3
HOXA10,HOXA10
MTUS2,MTUS2
OAZ3,OAZ3
SLC38A11,SLC38A11
JPH4,JPH4
HSD11B1,HSD11B1
OXT,OXT
MT1M,MT1M
TRPV1,TRPV1
MAP3K2-DT,MAP3K2-DT
ZXDA,ZXDA
TUBB2B,TUBB2B
HSPH1,HSPH1
RAB36,RAB36
MPZL3,MPZL3
MASTL,MASTL
CDC7,CDC7
TMEM108,TMEM108
ARHGAP22,ARHGAP22
IGLV3-19,IGLV3-19
FAM72B,FAM72B
AKR1C2,AKR1C2
DENND5A,DENND5A
IGLV3-9,IGLV3-9
FTH1,FTH1
COLQ,COLQ
LRRC43,LRRC43
CFAP70,CFAP70
TSLP,TSLP
KDM5B,KDM5B
MAP3K3,MAP3K3
ABHD4,ABHD4
NLGN3,NLGN3
TLK1,TLK1
GNAL,GNAL
VCAM1,VCAM1
MS4A2,MS4A2
SLPI,SLPI
TOGARAM2,TOGARAM2
TACSTD2,TACSTD2
KEL,KEL
CRYBB1,CRYBB1
SPIRE2,SPIRE2
LRRC4C,LRRC4C
ZNF232,ZNF232
LINC01579,LINC01579
TRBV10-3,TRBV10-3
HYLS1,HYLS1
RIPOR2,RIPOR2
HAVCR2,HAVCR2
PGAP1,PGAP1
TLR9,TLR9
INSYN2A,INSYN2A
NOTCH3,NOTCH3
GLI3,GLI3
ASTL,ASTL
HYAL3,HYAL3
IL10,IL10
ABCG2,ABCG2
SYNE1,SYNE1
ZNF286A,ZNF286A
IQCA1,IQCA1
FAM185A,FAM185A
UNC13B,UNC13B
SH2D1B,SH2D1B
MDH1B,MDH1B
IBA57-DT,IBA57-DT
GCNT7,GCNT7
MYO7A,MYO7A
TCP10L,TCP10L
BCS1L,BCS1L
CD3G,CD3G
IGHV3-20,IGHV3-20
GPR150,GPR150
TRPM8,TRPM8
CDAN1,CDAN1
BAMBI,BAMBI
SH3PXD2B,SH3PXD2B
MORN4,MORN4
POMK,POMK
LINC01852,LINC01852
SYNPO2,SYNPO2
DNM1,DNM1
SMTN,SMTN
STAMBPL1,STAMBPL1
TNKS1BP1,TNKS1BP1
P2RX5-TAX1BP3,P2RX5-TAX1BP3
OPHN1,OPHN1
RBM14-RBM4,RBM14-RBM4
NOSTRIN,NOSTRIN
SLC25A35,SLC25A35
APTR,APTR
PLIN2,PLIN2
LINC02175,LINC02175
CDCA8,CDCA8
SORCS2,SORCS2
TRAV8-1,TRAV8-1
POC5,POC5
TUB,TUB
CORO2A,CORO2A
PRKCB,PRKCB
NFKBID,NFKBID
ZNF133,ZNF133
ABCA9,ABCA9
BSN,BSN
MIP,MIP
SLC5A6,SLC5A6
PIK3R5,PIK3R5
ERMARD,ERMARD
EFHB,EFHB
NR1I3,NR1I3
CXCR3,CXCR3
SYP,SYP
IGFBP7,IGFBP7
TRBV5-5,TRBV5-5
PROK2,PROK2
LAMC3,LAMC3
SERPINH1,SERPINH1
SMIM5,SMIM5
ATL1,ATL1
LINC00886,LINC00886
RAPGEFL1,RAPGEFL1
ACCS,ACCS
SPHK1,SPHK1
F2RL2,F2RL2
ATP1B3,ATP1B3
COBL,COBL
AQP11,AQP11
SLC22A1,SLC22A1
WNT5B,WNT5B
PPP4R1,PPP4R1
COL13A1,COL13A1
IGHV2-5,IGHV2-5
AANAT,AANAT
TSC22D3,TSC22D3
IL12B,IL12B
HBEGF,HBEGF
MAP2K5,MAP2K5
DPPA4,DPPA4
LOXL2,LOXL2
ARMC9,ARMC9
IGHV3-11,IGHV3-11
ZNF692,ZNF692
PTX3,PTX3
FAM118B,FAM118B
CH25H,CH25H
TRIM58,TRIM58
EFNA5,EFNA5
APOBEC3D,APOBEC3D
SCN8A,SCN8A
ZNF212,ZNF212
IGLV2-11,IGLV2-11
KIR3DL1,KIR3DL1
CTLA4,CTLA4
LINC01727,LINC01727
CD207,CD207
NET1,NET1
ZFP37,ZFP37
RAD51B,RAD51B
DDAH1,DDAH1
CD82,CD82
ENC1,ENC1
FPR1,FPR1
DDIT3,DDIT3
MEIOC,MEIOC
SCN7A,SCN7A
HRK,HRK
NKG7,NKG7
SMIM14,SMIM14
MT2A,MT2A
NPR2,NPR2
PHACTR3,PHACTR3
CATIP,CATIP
TRGV8,TRGV8
RGS18,RGS18
TRPV3,TRPV3
USHBP1,USHBP1
EPHB1,EPHB1
LINC00563,LINC00563
AKAP12,AKAP12
TRAV1-2,TRAV1-2
MYLK,MYLK
KCNA7,KCNA7
CA6,CA6
CXCL8,CXCL8
PDHX,PDHX
CHAF1B,CHAF1B
NRSN2,NRSN2
CES3,CES3
IL24,IL24
PIP5KL1,PIP5KL1
FN3KRP,FN3KRP
KIF11,KIF11
PLEKHG4B,PLEKHG4B
CA14,CA14
SLC22A5,SLC22A5
RAB27B,RAB27B
IL1B,IL1B
HILPDA,HILPDA
ZNF530,ZNF530
KCNN4,KCNN4
PTPRF,PTPRF
SEZ6L,SEZ6L
LINC01819,LINC01819
LINC02413,LINC02413
PRRT4,PRRT4
TMEM143,TMEM143
DCBLD1,DCBLD1
LTB,LTB
UACA,UACA
HMGA2,HMGA2
DEPDC1,DEPDC1
SPSB2,SPSB2
KCNJ14,KCNJ14
FGFR4,FGFR4
PKIB,PKIB
IGFBP4,IGFBP4
ARG1,ARG1
FAM131B,FAM131B
ZNF630,ZNF630
TPD52L1,TPD52L1
IGLV5-52,IGLV5-52
SLC30A2,SLC30A2
GCAT,GCAT
TNFRSF18,TNFRSF18
IGLV3-10,IGLV3-10
TMEM81,TMEM81
ANKRD50,ANKRD50
CD209,CD209
CHST10,CHST10
CEBPD,CEBPD
TRBV29-1,TRBV29-1
PRB3,PRB3
PCGF3,PCGF3
ANGEL1,ANGEL1
HDC,HDC
MED12L,MED12L
SCIN,SCIN
PLEKHB1,PLEKHB1
CDRT4,CDRT4
SAXO2,SAXO2
TNFRSF19,TNFRSF19
NCR1,NCR1
CENPA,CENPA
SLC7A11,SLC7A11
ZNF221,ZNF221
SUGCT,SUGCT
ALKAL2,ALKAL2
ZFHX2,ZFHX2
CXCL2,CXCL2
PCDH1,PCDH1
NMUR1,NMUR1
TNS2,TNS2
LRP2BP,LRP2BP
WBP2NL,WBP2NL
CCRL2,CCRL2
SYN3,SYN3
KHK,KHK
STX1A,STX1A
SHD,SHD
RFPL3S,RFPL3S
MPI,MPI
NACAD,NACAD
ATP10B,ATP10B
ZNF594,ZNF594
TOMM34,TOMM34
HES4,HES4
PLCD3,PLCD3
XCR1,XCR1
ANXA9,ANXA9
PLSCR2,PLSCR2
NTM,NTM
CACNB2,CACNB2
LRP6,LRP6
FAM184A,FAM184A
BAALC,BAALC
HGD,HGD
ULK3,ULK3
PRPS2,PRPS2
RFTN2,RFTN2
GEM,GEM
CAPS2,CAPS2
ADGRG2,ADGRG2
LINC01031,LINC01031
DPAGT1,DPAGT1
STAC,STAC
SLA2,SLA2
FHL1,FHL1
CT70,CT70
MTCP1,MTCP1
PLEKHG2,PLEKHG2
DUSP5,DUSP5
ADCK1,ADCK1
MID2,MID2
SYNGR3,SYNGR3
CDK2,CDK2
LRRC46,LRRC46
BIRC5,BIRC5
TRBV5-1,TRBV5-1
PPARG,PPARG
MSRB3,MSRB3
GSTM5,GSTM5
UBXN8,UBXN8
B3GALT2,B3GALT2
FANCM,FANCM
PRDM1,PRDM1
MSX1,MSX1
CYP2R1,CYP2R1
CYP17A1,CYP17A1
TLCD4,TLCD4
PECR,PECR
HBA1,HBA1
SPATA18,SPATA18
PPP4R4,PPP4R4
VASH2,VASH2
DSCAML1,DSCAML1
TMEM186,TMEM186
IFNLR1,IFNLR1
SEPTIN8,SEPTIN8
RNF175,RNF175
NRP2,NRP2
SLC40A1,SLC40A1
LZTS1,LZTS1
ZNF778,ZNF778
AJUBA,AJUBA
ZBTB46,ZBTB46
LINC01431,LINC01431
EMCN,EMCN
IGKV1-9,IGKV1-9
CYP4F3,CYP4F3
MROH7,MROH7
PRR29,PRR29
PLAC8L1,PLAC8L1
IFNB1,IFNB1
GFRA2,GFRA2
CYP2S1,CYP2S1
PHKA1,PHKA1
NUP85,NUP85
VNN2,VNN2
PIGU,PIGU
UNC80,UNC80
LRRTM2,LRRTM2
RHD,RHD
ZNF491,ZNF491
LEXM,LEXM
PTGR1,PTGR1
HS6ST1,HS6ST1
DHCR24,DHCR24
MKS1,MKS1
MMP17,MMP17
NSDHL,NSDHL
ATP6V1C2,ATP6V1C2
ICAM5,ICAM5
CRIM1,CRIM1
ID1,ID1
ORM1,ORM1
GADD45G,GADD45G
LYVE1,LYVE1
LINC00663,LINC00663
ARHGAP8,ARHGAP8
FSD1,FSD1
PTK6,PTK6
TRBV28,TRBV28
ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3
FCRL6,FCRL6
PKD2L2,PKD2L2
PPM1H,PPM1H
KCTD12,KCTD12
TNPO2,TNPO2
ZNF300,ZNF300
KDM2B-DT,KDM2B-DT
CITED2,CITED2
ARMCX4,ARMCX4
CAV2,CAV2
ZFP82,ZFP82
ZNF461,ZNF461
HSD17B14,HSD17B14
NR1D1,NR1D1
ADAMTS4,ADAMTS4
SLC6A4,SLC6A4
IL11,IL11
IGLV9-49,IGLV9-49
LINC01270,LINC01270
ANKDD1B,ANKDD1B
GPR25,GPR25
TPH1,TPH1
RGPD1,RGPD1
LINC00943,LINC00943
LINC00926,LINC00926
NDFIP2,NDFIP2
SLC41A2,SLC41A2
CEP55,CEP55
FKBP11,FKBP11
CA13,CA13
ADAM11,ADAM11
EDARADD,EDARADD
CFAP157,CFAP157
PPP1R27,PPP1R27
LINC02573,LINC02573
LGR6,LGR6
MIR3142HG,MIR3142HG
BAG3,BAG3
STK36,STK36
TMEM187,TMEM187
SDR42E1,SDR42E1
SHISA4,SHISA4
ZNF684,ZNF684
CHD7,CHD7
PI16,PI16
NME9,NME9
FOS,FOS
LINC01220,LINC01220
TRAPPC3L,TRAPPC3L
LINC02773,LINC02773
LINC01918,LINC01918
EFCAB6,EFCAB6
RBBP8,RBBP8
FLYWCH1,FLYWCH1
TMEM132C,TMEM132C
CLEC9A,CLEC9A
PPP1R32,PPP1R32
DUOX2,DUOX2
TRBC2,TRBC2
TRAV13-1,TRAV13-1
CFAP73,CFAP73
CLIP3,CLIP3
KLHL21,KLHL21
LIPT2,LIPT2
CDS1,CDS1
SLC18A2,SLC18A2
CLC,CLC
CFAP69,CFAP69
KMO,KMO
ZSCAN9,ZSCAN9
KPTN,KPTN
GMPR,GMPR
BGLAP,BGLAP
KLRC4-KLRK1,KLRC4-KLRK1
NTSR1,NTSR1
ZNF57,ZNF57
RIN2,RIN2
SERPINE3,SERPINE3
SESN1,SESN1
PPIF,PPIF
EFCAB13,EFCAB13
ZDHHC15,ZDHHC15
CHODL,CHODL
NCR3,NCR3
FAM182B,FAM182B
RPAP1,RPAP1
DBH,DBH
CYB5D2,CYB5D2
HIF1A-AS1,HIF1A-AS1
IGHV1-3,IGHV1-3
PGM5P4-AS1,PGM5P4-AS1
PVALB,PVALB
LDHC,LDHC
SERPINB10,SERPINB10
DOLPP1,DOLPP1
SPRY1,SPRY1
CPA3,CPA3
RYR3,RYR3
ZNF304,ZNF304
CLEC3B,CLEC3B
TNFRSF17,TNFRSF17
HERPUD1,HERPUD1
CCDC116,CCDC116
PLPP1,PLPP1
GPR183,GPR183
FXYD2,FXYD2
ZNF709,ZNF709
SLC13A5,SLC13A5
HPN,HPN
MEAK7,MEAK7
NIM1K,NIM1K
ITGB8,ITGB8
MAB21L3,MAB21L3
SMIM3,SMIM3
KANK3,KANK3
FCER1A,FCER1A
FASLG,FASLG
SERPINB2,SERPINB2
MCM10,MCM10
CYP27B1,CYP27B1
ASB16,ASB16
SPEF2,SPEF2
PC,PC
LIMK2,LIMK2
ANKRD24,ANKRD24
NME8,NME8
GP1BA,GP1BA
RHBDF1,RHBDF1
ADAM12,ADAM12
TTC28,TTC28
CRIP2,CRIP2
TRAV21,TRAV21
LINC02100,LINC02100
LRRC39,LRRC39
WASF3,WASF3
NPHP4,NPHP4
MRC2,MRC2
SLC29A4,SLC29A4
RUFY1,RUFY1
ABCA1,ABCA1
PZP,PZP
CHDH,CHDH
SPDYE3,SPDYE3
TTLL10,TTLL10
COL27A1,COL27A1
SLC26A4,SLC26A4
MSANTD2,MSANTD2
COX7A1,COX7A1
DHDH,DHDH
NR6A1,NR6A1
ACSM1,ACSM1
AKR1E2,AKR1E2
MAP3K9,MAP3K9
MCF2L,MCF2L
ZNF597,ZNF597
GDPD5,GDPD5
IGHV3-7,IGHV3-7
EPS8L1,EPS8L1
GSTM3,GSTM3
NINJ1,NINJ1
CDKL2,CDKL2
MYL2,MYL2
LBR,LBR
PKMYT1,PKMYT1
PAPLN,PAPLN
LCA5L,LCA5L
CDR2L,CDR2L
ELOVL6,ELOVL6
CDC20B,CDC20B
CEL,CEL
BCKDHB,BCKDHB
LINC01569,LINC01569
TPM2,TPM2
EFCAB9,EFCAB9
TOE1,TOE1
CXCL16,CXCL16
TRIM47,TRIM47
RGS1,RGS1
SYN2,SYN2
LINC01644,LINC01644
ENPP6,ENPP6
GYS1,GYS1
MFSD6L,MFSD6L
TUBG2,TUBG2
ZNF41,ZNF41
NDST3,NDST3
DHRS12,DHRS12
ABL1,ABL1
TNFRSF4,TNFRSF4
SLC12A2,SLC12A2
CYP24A1,CYP24A1
SLC23A3,SLC23A3
CLIP1-AS1,CLIP1-AS1
ESPL1,ESPL1
ELOVL4,ELOVL4
CXCL12,CXCL12
ZCCHC12,ZCCHC12
UGGT2,UGGT2
RGPD8,RGPD8
FRG1-DT,FRG1-DT
SLC39A11,SLC39A11
ISYNA1,ISYNA1
CYGB,CYGB
C4BPB,C4BPB
CCND1,CCND1
ATP8B4,ATP8B4
PODN,PODN
KIR2DL1,KIR2DL1
DLL3,DLL3
PMEPA1,PMEPA1
AP4M1,AP4M1
CCL2,CCL2
TROAP,TROAP
ALOX5AP,ALOX5AP
ABCA13,ABCA13
NTN4,NTN4
TBC1D13,TBC1D13
IGHV2-26,IGHV2-26
CNN1,CNN1
FCRL5,FCRL5
LINC00342,LINC00342
ATP8B1,ATP8B1
IGLV2-8,IGLV2-8
LINC01358,LINC01358
PFKFB3,PFKFB3
SLC14A1,SLC14A1
SERPINC1,SERPINC1
CYP46A1,CYP46A1
CYTL1,CYTL1
ADAM23,ADAM23
MFN2,MFN2
NPAS1,NPAS1
KCNK1,KCNK1
IGLV1-40,IGLV1-40
SCUBE1,SCUBE1
KLF6,KLF6
LGALSL,LGALSL
EDC3,EDC3
MTERF3,MTERF3
SH3RF2,SH3RF2
NPIPB15,NPIPB15
ITPRIPL1,ITPRIPL1
CRAT,CRAT
AKR1C3,AKR1C3
FGF13,FGF13
SELP,SELP
HEXIM2,HEXIM2
PLA2G7,PLA2G7
COL8A1,COL8A1
ZC3HAV1L,ZC3HAV1L
LRATD2,LRATD2
GPX2,GPX2
MEX3A,MEX3A
FOXD1,FOXD1
SC5D,SC5D
TXNRD3,TXNRD3
CHIT1,CHIT1
PSPN,PSPN
TRIM16,TRIM16
AHSP,AHSP
PNLDC1,PNLDC1
CMTM2,CMTM2
PRR19,PRR19
P2RX1,P2RX1
TJP3,TJP3
PPP1R9A,PPP1R9A
PIGH,PIGH
CNN3,CNN3
MFAP3,MFAP3
C2CD2,C2CD2
RBP4,RBP4
CACNA1I,CACNA1I
MS4A4A,MS4A4A
LINC01160,LINC01160
MCTP2,MCTP2
NCKAP1,NCKAP1
TMEM221,TMEM221
FMO4,FMO4
PIGZ,PIGZ
SCUBE2,SCUBE2
CEACAM3,CEACAM3
TUBA1B,TUBA1B
DNAJB1,DNAJB1
PASK,PASK
HBD,HBD
CILP,CILP
RAPGEF5,RAPGEF5
ADIRF,ADIRF
MB21D2,MB21D2
IFNG,IFNG
GP9,GP9
SYT1,SYT1
LINC00944,LINC00944
PEX11A,PEX11A
NETO2,NETO2
ZNF772,ZNF772
NAV3,NAV3
MYO5C,MYO5C
TAF9B,TAF9B
RHAG,RHAG
CCDC74A,CCDC74A
RASSF6,RASSF6
TRAV30,TRAV30
FAM124B,FAM124B
FAT4,FAT4
OVGP1,OVGP1
C1QB,C1QB
CYP27A1,CYP27A1
TNFRSF10D,TNFRSF10D
ADCY10,ADCY10
MFSD9,MFSD9
DHRS3,DHRS3
ATP1A2,ATP1A2
P2RY14,P2RY14
ID2,ID2
AQP1,AQP1
NHLH1,NHLH1
NR5A2,NR5A2
PGF,PGF
KCTD11,KCTD11
GNG4,GNG4
CLNK,CLNK
KCTD6,KCTD6
PARD3,PARD3
ACSL1,ACSL1
DAB2,DAB2
FAM53A,FAM53A
GAREM2,GAREM2
CDKL4,CDKL4
SEZ6,SEZ6
ASCC1,ASCC1
RAD9B,RAD9B
SLC7A9,SLC7A9
TRDV3,TRDV3
THBS1,THBS1
CDK20,CDK20
ABCC11,ABCC11
TTTY10,TTTY10
PXDN,PXDN
CABYR,CABYR
AURKA,AURKA
EGR4,EGR4
DUS3L,DUS3L
MAPK12,MAPK12
VWC2,VWC2
HLA-DQA1,HLA-DQA1
PTCD2,PTCD2
FAM81B,FAM81B
AACS,AACS
BMPR1A,BMPR1A
PRR5L,PRR5L
LINC02325,LINC02325
IGLV4-69,IGLV4-69
SPIN3,SPIN3
ATP6V0A1,ATP6V0A1
HSD17B2,HSD17B2
FCRL3,FCRL3
TEKT5,TEKT5
NEK11,NEK11
FCRLB,FCRLB
CCDC168,CCDC168
CCDC134,CCDC134
WDR53,WDR53
IGLV3-21,IGLV3-21
CTSF,CTSF
DNAJB13,DNAJB13
CD1E,CD1E
TMEM139,TMEM139
GTPBP2,GTPBP2
LXN,LXN
PARP2,PARP2
SULT1C4,SULT1C4
CD80,CD80
KIF20A,KIF20A
PCLAF,PCLAF
ADAM22,ADAM22
RNFT1-DT,RNFT1-DT
FAM83F,FAM83F
HSF4,HSF4
LINC00310,LINC00310
OLAH,OLAH
CCDC121,CCDC121
DIRC3,DIRC3
CCDC17,CCDC17
MOV10,MOV10
PTCH1,PTCH1
LGALS4,LGALS4
PARD6G,PARD6G
HAAO,HAAO
ZNF250,ZNF250
TBRG4,TBRG4
VAC14,VAC14
NIBAN1,NIBAN1
FBN1,FBN1
ZNF233,ZNF233
WDR97,WDR97
TERB1,TERB1
ADRA2B,ADRA2B
TRPM3,TRPM3
THNSL2,THNSL2
TMEM177,TMEM177
GTSF1L,GTSF1L
CKAP2L,CKAP2L
STXBP4,STXBP4
IL7,IL7
CTSW,CTSW
DNMBP,DNMBP
TNC,TNC
FGF9,FGF9
AP5Z1,AP5Z1
POLR3G,POLR3G
PKP2,PKP2
EPHB3,EPHB3
ESYT3,ESYT3
SCN5A,SCN5A
FN1,FN1
ENHO,ENHO
ESR2,ESR2
MOCOS,MOCOS
TXNDC16,TXNDC16
THAP9,THAP9
GYPE,GYPE
TARS2,TARS2
TRIM63,TRIM63
TSPAN9,TSPAN9
CAPN8,CAPN8
COPZ2,COPZ2
ZNF862,ZNF862
LINC01010,LINC01010
PRIMPOL,PRIMPOL
TMEM163,TMEM163
INTS1,INTS1
IFIT1,IFIT1
DOK7,DOK7
LHX4,LHX4
DNAH14,DNAH14
MAN1A1,MAN1A1
STEAP1B,STEAP1B
CTSL,CTSL
STAT4,STAT4
ZNF462,ZNF462
COL24A1,COL24A1
GCHFR,GCHFR
GPRASP1,GPRASP1
ADGRA3,ADGRA3
CDKN1C,CDKN1C
NANOS1,NANOS1
IL17RB,IL17RB
SAMD12,SAMD12
ENO3,ENO3
RP1L1,RP1L1
FGFR1,FGFR1
CSRP2,CSRP2
COLGALT2,COLGALT2
TMPRSS11E,TMPRSS11E
FBXO15,FBXO15
PIK3R1,PIK3R1
PTCRA,PTCRA
KLRC1,KLRC1
HPGDS,HPGDS
ZBTB26,ZBTB26
PLCH1,PLCH1
LINC00862,LINC00862
KCNAB3,KCNAB3
TMEM130,TMEM130
CAD,CAD
CCL19,CCL19
DDX39A,DDX39A
GNLY,GNLY
ARSJ,ARSJ
TRAV8-3,TRAV8-3
DUS2,DUS2
CTTNBP2,CTTNBP2
MYLK4,MYLK4
IGHV3-33,IGHV3-33
DDB2,DDB2
IGFL2,IGFL2
UBQLNL,UBQLNL
ZDHHC9,ZDHHC9
S100A2,S100A2
TIGD4,TIGD4
ARHGAP29,ARHGAP29
PIK3R6,PIK3R6
HOXA9,HOXA9
S1PR2,S1PR2
ATP8B3,ATP8B3
RASAL1,RASAL1
KRT1,KRT1
BRCA2,BRCA2
PTGES3L,PTGES3L
DEPTOR,DEPTOR
PHF7,PHF7
IGHA1,IGHA1
CREB3L4,CREB3L4
ZNF296,ZNF296
OTUD6A,OTUD6A
PSMG3-AS1,PSMG3-AS1
PEX3,PEX3
ERFE,ERFE
CD9,CD9
SLC37A2,SLC37A2
CNTNAP1,CNTNAP1
CXCL3,CXCL3
SEPTIN4,SEPTIN4
AURKC,AURKC
CRB3,CRB3
FNDC7,FNDC7
EML5,EML5
TNFAIP6,TNFAIP6
TMEM266,TMEM266
PLSCR4,PLSCR4
SERPINA1,SERPINA1
PTTG1,PTTG1
INHBA,INHBA
TERC,TERC
EHD2,EHD2
VSIG2,VSIG2
MAMLD1,MAMLD1
PPP1R17,PPP1R17
ABCB6,ABCB6
TUBGCP6,TUBGCP6
LGMN,LGMN
MTFR2,MTFR2
DDX56,DDX56
HSPE1,HSPE1
CREB5,CREB5
NFKBIZ,NFKBIZ
PPP1R36,PPP1R36
IGHV3-48,IGHV3-48
FABP3,FABP3
CD3E,CD3E
ENPP3,ENPP3
ZNF485,ZNF485
CNNM4,CNNM4
COL7A1,COL7A1
TRAV4,TRAV4
TFRC,TFRC
ARRDC2,ARRDC2
CKMT2,CKMT2
CAPNS2,CAPNS2
DCAF4,DCAF4
ITPRIP-AS1,ITPRIP-AS1
DLK1,DLK1
MCF2L2,MCF2L2
AAAS,AAAS
ANKEF1,ANKEF1
GLI1,GLI1
ABITRAM,ABITRAM
ADGRG1,ADGRG1
RTKN2,RTKN2
MPZL2,MPZL2
SAMMSON,SAMMSON
IKZF4,IKZF4
ICAM1,ICAM1
LINC01588,LINC01588
IGHV3-73,IGHV3-73
CACYBP,CACYBP
SOCS3,SOCS3
ATXN7L2,ATXN7L2
DYSF,DYSF
ASF1B,ASF1B
BAIAP2L1,BAIAP2L1
TSKS,TSKS
KCTD19,KCTD19
SLC26A11,SLC26A11
SIGLEC12,SIGLEC12
PAQR6,PAQR6
LIN7B,LIN7B
GCNT4,GCNT4
ACTA1,ACTA1
SLC1A7,SLC1A7
PSPH,PSPH
CPXM1,CPXM1
NSUN4,NSUN4
MAML3,MAML3
PLXNA1,PLXNA1
DGKK,DGKK
HSP90B1,HSP90B1
EXOC3L1,EXOC3L1
TYMS,TYMS
TUBB6,TUBB6
GGN,GGN
PRKAR2B,PRKAR2B
PSRC1,PSRC1
TIE1,TIE1
CTSB,CTSB
MSANTD3,MSANTD3
CCL22,CCL22
HUS1B,HUS1B
ANKMY1,ANKMY1
SCAP,SCAP
ABTB2,ABTB2
CLHC1,CLHC1
EHF,EHF
CIART,CIART
FRMD3,FRMD3
CASQ1,CASQ1
MYO6,MYO6
GALNT15,GALNT15
NTRK2,NTRK2
GNPTAB,GNPTAB
ITGAM,ITGAM
KIF17,KIF17
FZD5,FZD5
TUBA4A,TUBA4A
GPAT3,GPAT3
TXN,TXN
CSF2,CSF2
NANOS3,NANOS3
TMCC2,TMCC2
SRPX,SRPX
GRAMD1C,GRAMD1C
FCGR3B,FCGR3B
SHE,SHE
BEND3,BEND3
LY6K,LY6K
MAF,MAF
TRIM68,TRIM68
CA1,CA1
MTRF1,MTRF1
GNA11,GNA11
SERPING1,SERPING1
ARID1A,ARID1A
KANSL3,KANSL3
IL1RL1,IL1RL1
CCDC175,CCDC175
RGS13,RGS13
CYP1B1,CYP1B1
BBS4,BBS4
OSER1,OSER1
TMIGD2,TMIGD2
HSF5,HSF5
NOCT,NOCT
IGF1R,IGF1R
SERPINB9,SERPINB9
SEC61A2,SEC61A2
ITGA7,ITGA7
PLEKHG6,PLEKHG6
VIM,VIM
ITM2A,ITM2A
FGF2,FGF2
FAAH,FAAH
NR1H3,NR1H3
NXF1,NXF1
SLC38A6,SLC38A6
DPYSL3,DPYSL3
TMEM254,TMEM254
RHOH,RHOH
SLC7A8,SLC7A8
GTSCR1,GTSCR1
AGBL2,AGBL2
MYO15A,MYO15A
SLC36A1,SLC36A1
PLA2G4A,PLA2G4A
SPON2,SPON2
TREM1,TREM1
RNF152,RNF152
MPO,MPO
ZMYND12,ZMYND12
KCNT1,KCNT1
UNC119B,UNC119B
HSPA5,HSPA5
MINDY1,MINDY1
LINC01135,LINC01135
CBY1,CBY1
EML6,EML6
TDRKH,TDRKH
FANCE,FANCE
CLCN6,CLCN6
CD83,CD83
PORCN,PORCN
SPOCK3,SPOCK3
MTHFD1L,MTHFD1L
GUCY2C,GUCY2C
NECTIN4,NECTIN4
HTR1F,HTR1F
ZNF573,ZNF573
RAMP3,RAMP3
LINC01473,LINC01473
DNTT,DNTT
LSMEM1,LSMEM1
ZNF157,ZNF157
CD1A,CD1A
JCHAIN,JCHAIN
ACTRT3,ACTRT3
STK32B,STK32B
ADCY2,ADCY2
TREML4,TREML4
PMEL,PMEL
TTC36,TTC36
PGBD5,PGBD5
SLC3A1,SLC3A1
SEMA4F,SEMA4F
SEMA3E,SEMA3E
SAPCD2,SAPCD2
ERG,ERG
IL23A,IL23A
